231:9805,80581,506,49722,43474,12605,100115,58155,3458,11074
232:
238:1524,35447,21435,26712,42697,29375,2403,2714,23373,2696
241:85427,69446,64841,28832,28093,26973,81160,35856,4504,50239
245:16786,16441,62162,46821,40052,40012,11822,63414,17759,28621
249:2696,2403,2714,1827,10571,27281,27833,38,1524,39992
250:22980,13294,9514,853,1086,11447,10162,11571,6568,32805
253:189,15608,16519,8225,14401,4568,16174,6434,3172,78263
257:9573,25342,3272,52378,42608,4240,3787,25314,16616,14671
272:1102,654,29,8,30556,58,518,616,354,6
273:11621,32437,18017,654,302,861,5991,6272,10641,720
288:68630,57228,101442,41604,73294,71485,5503,53811,40515,3382
290:51461,14163,18955,6811,226,138,15487,118900,8301,1360
291:15989,23,26067,58816,26721,61628,16852,40479,54443,10384
292:29977,25013,68326,28160,12300,20332,19666,14728,3368,53781
294:40707,74631,1102,68229,62404,36186,31121,4797,353,58700
328:302,654,84,58,1102,354,616,29,8,301
331:58471,7271,22348,35735,34077,29745,302,35954,10459,654
345:1754,77581,805,385
361:2396,102804,33816,44022,54815,30637,58,29,62514,60374
376:302,58,29,17,616,84,1102,354,138,6
384:48703,1796,37881,34933,35396,92663,60105,21946,16657,11715
401:18604,15383,13337,7179,1389,16505,9772,33777,1102,19003
402:58471,7271,34077,22348,29745,15821,42056,3073,35735,21873
410:3172,1013,10939,4825,45724,7180,4755,6601,4568,78967
448:70146,58941,41679,72197,57842,45777,27738,7311,2696,8016
449:38124,35424,118900,63251,9663,1307,62566,16544,72105,62150
450:7470,5911,3678,16865,9298,9060,73010,63168,91401,600
452:29121,27205,25560,12752,26234,5930,13523,33330,5869,30466
476:100403,71577,12716,77594,70597,40896,35330,1142,47309,74368
488:49050,1102,73513,44336,61335,25572,21224,17488,944,59566
490:510,4797,30755,70921,5796,53007,302,9077,19170,91943
494:17360,13776,15079,70506,15193,68512,29114,23694,107637,11092
500:3448,14750,776,12253,5080,4203,1912,8861,11621,17
514:89310,56380,28466,26984,30526,8927,99740,88782,71328,49594
525:1187,63189,29419,875,9867,26966,4586,52303,37462,21002
535:1102,23929,3958,36168,23485,49245,6171,4507,28402,8890
536:87258,70640,5156,1951,71577,28002,74368,40896,35330,51621
538:9603,42657,1057,1102,136,8579,8151,302,654,67547
539:79909,48992,71577,12344,4507,30164,654,31619,23929,47309
564:2912,86763,53584,8545,8754,4830,31864,59435,289,861
582:32199,31019,12440,28061,3160,2424,7222,510,8423,34789
585:46483,4284,35767,13481,47702,5232,747,27103,23929,39042
590:654,5929,29,101,8,861,837,518,11406,354
601:
618:64390,12456,11846,8359,2928,1403,226,65698,61,15
624:38803,15450,56701,16867,28352,21577,7521,47350,34134,12120
627:42114,19731,11539,48524,32661,83175,38620,19207,67362,1533
628:
632:13371,36681,28950,37827,1749,32166,68278,2213,15289,429
633:2814,35029,80361,5767,58,289,82394,302,654,36954
634:57974,2423,76321,37042,26342,21207,39851,25910,56548,47749
646:81589,1913,2638,33748,88013,85849,60303,59030,25770,8301
666:62184,6152,42481,38676,36835,32288,31370,28168,25506,22374
667:92782,37748,70640,5156,3734,27976,27886,14732,14920,27534
669:11470,7832,74686,55668,26829,39616,23454,11984,70748,13728
678:35716,91180,78538,24508,2410,14086,77744,76349,5194,13039
680:654,25015,1086,58471,15888,35735,29,7271,22348,17
681:46530,14538,1524,15993,32665,15214,2696,2403,2714,1827
682:49564,44406,41070,37069,12831,53292,90428,84572,70650,5144
683:
684:69720,29161,11984,25393,15009,11859,2321,30357,35363,3882
715:59850,2543,10958,8427,74696,87908,47977,17486,4562,9189
716:70959,56166,8897,23289,53895,43507,33321,89392,83182,53702
741:65538,69720,10865,106310,39616,11984,25473,7351,8723,664
750:4267,8958,85419,68147,48272,45610,22763,108695,52650,23839
754:52312,49782,8286,62826,53747,24720,3207,79942,61803,2165
756:510,8,43315,4227,27297,9449,616,42224,84,32389
757:20524,88114,17894,23823,564,84,654,616,17,1102
758:70858,46128,8192,61029,7918,3634,47014,736,302,23929
763:110073,70890,26355,84,41641,29204,70944,49259,46119,45781
773:5064,58704,4307,33648,16916,15167,27982,7229,65508,30664
774:51436,31759,59355,40196,8741,79048,33681,45375,2125,2084
775:58805,48876,1102,875,48272,15921,6450,1086,866,518
782:26744,18670,109814,13941,80695,73161,36204,86645,8343,56411
784:5159,53781,36313,29977,25013,23299,19762,10398,104903,10439
793:109031,16241,27447,1734,728,42335,35619,11396,10987,14193
803:3389,6450,4888,16389,39430,4420,35151,1119,30316,12466
813:39006,2696,2403,2714,1827,2278,1524,518,654,616
815:49534,78255,13680,89566,72711,46768,43540,38905,35501,18361
817:1102,58,29,58471,8,7271,22348,616,518,33832
818:52942,42588,2402,39242,38469,2226,2161,15604,84572,70650
823:19804,825,15067,44934,6603,41059,59417,36244,6799,25670
825:1102,12975,6450,654,1086,8973,5651,3854,29,1824
833:4864,3900,37149,30502,276,2485,2252,20861,18386,14657
835:86,5929,518,101,217,84,302,654,5287,2424
838:15131,67323,65469,59054,17077,93644,92676,70530,59120,59116
844:58,29,8,861,4847,1963,518,33832,182,354
850:9482,866,13468,9890,657,254,354,17,73567,71119
856:76693,93098,92521,71781,9772,33777,19233,25145,41994,1811
857:6859,3017,89494,16055,302,58471,5929,35735,7271,22348
874:46562,95913,95355,90559,7947,72364,70469,6288,61491,60148
891:361,17,354,654,302,254,29,84,1102,58
899:8705,107536,14538,63510,22,1274,94711,85167,63040,47864
900:93302,73528,34573,25504,16155,31369,10342,24211,3180,29808
911:7204,29419,9867,26966,4586,20405,12252,20416,92494,16701
918:76092,61735,62168,7560,5812,87110,84,7305,17943,4068
925:9664,9123,2814,13901,14328,10486,370,564,84,654
926:54471,77449,3207,6171,1920,38250,13760,302,13030,2403
937:38266,23122,17136,32136,18918,77149,59548,43312,34376,33070
949:
964:2403,3207,83674,34008,10901,55817,27281,2084,89500,53753
970:50946,60987,14636,32906,9093,36227,39096,75359,45359,41288
977:38047,34550,18770,86421,76210,58741,40244,1420,55452,11165
981:40507,13881,24838,71337,38225,66040,3118,100361,30786,13814
982:4528,16133,2162,875,27534,1119,6450,908,4420,4299
984:92295,76579,85655,52654,23736,57642,32948,25543,9137,68818
992:12743,59251,14363,50026,118672,105728,85642,41386,46539,17855
993:654,2354,361,518,29,84,10692,58,26437,1102
998:6562,5410,43900,33680,30864,28130,24402,16699,9298,9060
1000:77449,29333,27709,1620,2165,9600,66672,15571,23283,89566
1007:654,29,44233,17,13901,24670,84,37907,554,5523
1027:3083,5488,1013,5953,28467,9417,21031,11859,135,9062
1028:302,518,58,29,17,2669,616,354,1762,15749
1044:15501,84,94451,9123,40886,23929,42744,8573,75196,31108
1045:26539,20701,58,2030,925,861,17,88499,2369,23841
1049:15598,46663,33947,1563,10691,28261,73231,26312,92216,88598
1068:12139,18201,2672,42511,400,81373,76606,61025,57492,52335
1069:59042,1187,77955,60105,28336,875,3521,94823,74543,353
1070:18293,4508,9313,1878,93265,12236,5956,11234,44423,23682
1082:54092,19233,1811,6511,21929,8964,35589,18056,5343,3067
1083:
1088:18604,15383,13337,16505,9772,33777,31515,39505,15254,19996
1094:875,19832,20010,2950,2047,51287,22,6450,849,48
1116:69099,65544,5680,34788,23929,113723,69271,9822,52182,44785
1121:99297,6532,32034,62001,37009,3377,6598,16476,12684,9146
1125:9258,37196,41216,29273,30793,58295,44094,30283,53077,26325
1127:11285,1262,66616,90844,6085,48574,13257,20781,65713,5680
1132:37859,58,861,654,302,22315,17,591,542,15
1133:60746,189,1524,1102,3172,52478,2696,2403,2714,1827
1140:99586,37952,2758,100560,6726,15774,10397,302,8547,17295
1141:57822,16029,99441,81925,47833,25287,48958,34806,1533,48244
1148:25402,44600,92056,110419,93261,5116,12670,31654,11629,641
1153:24670,1102,875,71589,654,6450,69320,41321,518,48
1163:
1166:55778,33639,18335,43335,26659,17596,15214,13613,32558,353
1172:86979,67343,38719,38490,21742,12455,38801,31364,1906,103397
1192:83705,41649,1102,96415,11043,9190,51511,42428,302,58
1204:4018,61,7827,3632,5819,15,447,245,22740,54
1208:59146,24400,40590,27186,10308,22213,8824,57185,15725,62605
1209:61706,31841,23693,59857,11859,95225,7933,62566,15106,2402
1234:32523,10829,6436,14210,39616,38469,36266,29866,48240,16169
1236:54784,8814,53558,41679,23190,24625,23929,92719,59979,92295
1245:1187,2162,1606,875,2228,12776,302,654,84,891
1263:45527,80437,15533,96106,302,45521,2748,30139,10406,58
1267:41831,114483,13293,31716,101,302,6249,654,1204,84
1269:3107,23191,16519,4755,68050,34747,27344,8225,14401,10939
1288:67016,1017,62171,35890,31508,41418,22068,3075,83871,36247
1295:4026,48646,44336,24905,70944,64129,25074,1425,8503,41378
1296:654,1086,29,58,861,17,84,1102,182,6
1302:46057,1086,32695,88655,654,616,31539,49542,34239,24670
1305:48424,84,302,58,29,861,77149,17,37636,1762
1342:72675,39096,88233,59184,518,84,49357,22441,1102,5998
1382:5112,9019,66387,36407,7739,6170,18569,38734,10616,8040
1389:75115,61636,40853,4245,1305
1391:26376,39108,16823,7215,14511,88063,84020,83583,75235,56303
1397:31940,37737,2727,140,24508,112911,16359,11772,81,22597
1402:48,1187,302,58,146,616,2162,84,1102,875
1405:
1407:443,23939,10654,71695,67378,59548,58334,56169,55360,293
1408:6400,518,84,1102,5998,616,17,101,1985,4268
1409:12724,51517,93286,64885,7650,61629,47023,36356,25937,25555
1412:1462,654,302,70,354,84,17,1762,1535,5581
1413:16983,55895,17288,7274,59107,44703,27103,23929,22872,9890
1418:10821,1951,14152,654,22,10127,27108,20701,289,52521
1419:8225,87964,23191,11679,19507,7880,3172,4755,5427,14401
1420:1187,49886,26557,25015,60131,15888,2162,7990,8,875
1427:92247,78541,75927,7051,61170,113185,111416,94152,9180,15888
1430:24893,86414,75908,73324,66638,42604,36264,103343,58787,43104
1431:654,43315,4227,27297,58,84277,50761,84,32389,269
1435:5763,875,16654,2696,2403,2714,1827,1951,86031,7099
1437:40552,45181,10154,15752,14588,8403,31797,2069,5290,41773
1441:67843,6559,6745,3653,3307,8216,4696,4589,2597,28
1447:14005,68630,57228,47752,17174,112534,101442,27158,70597,1142
1448:42095,12751,8153,37478,20642,379,15050,15772,2548,1435
1457:4013,50248,49683,28104,10581,76293,50458,24720,39649,15836
1458:9785,91775,85223,74366,70863,68494,65707,37800,15344,106487
1469:35856,60428,41744,69446,64841,28832,28093,26973,875,53549
1477:28996,82704,8766,6450,67215,13687,26557,518,28604,48
1486:76922,48599,50749,98658,11585,95111,74550,72637,52154,36338
1490:866,12710,807,9594,50431,8191,31609,15340,18704,2121
1491:16127,76508,14923,9814,302,654,85885,60352,52570,84
1500:2714,4864,3900,37149,276,2485,2252,20861,18386,14657
1503:4246,654,9077,1086,8,18654,18401,44695,15696,58
1517:
1518:80448,72675,39096,14636,3107,7315,36227,48343,19925,1527
1535:2165,21609,76470,56144,14497,103096,8692,53747,40010,76083
1551:55592,1913,32692,616,8,15708,2939,518,53873,354
1552:19245,29723,89980,15294,10906,8892,13544,653,1402,2204
1553:64952,56176,34789,30252,58471,76888,46515,19170,7271,22348
1559:59912,29977,25013,12300,42139,53781,36313,23299,19762,10398
1560:13379,12933,43731,25171,7223,18166,16322,31019,12440,73311
1561:53909,291,35454,32132,28808,28315,13985,107493,31938,9906
1562:1102,22507,24720,50248,49683,28104,10581,654,38349,26121
1569:77296,54119,42328,25402,12185,118672,107658,3756,4808,86819
1570:39601,9373,49702,17123,20581,65283,43602,54038,6773,32205
1588:66672,28513,57553,1620,53,5594,42645,42384,26339,23283
1589:42489,66584,38878,12297,654,20100,92739,36618,74770,60267
1591:
1601:9019,23563,91219,89062,36407,18225,17288,78068,28922,68630
1602:46999,62166,19996,12814,98454,68957,40513,64452,5079,25885
1629:2194,31990,287,4268,2246,1511,15,1962,616,21610
1634:8337,85642,71328,28136,13782,80190,4147,83050,46247,30526
1642:62509,1102,8714,22573,15184,46853,2398,46050,47970,302
1653:22304,55850,24159,8,12760,50065,28873,26675,21116,101
1654:33985,56729,48,78957,62822,59014,35320,11881,1187,45985
1655:18604,15383,13337,16505,9772,33777,19003,18700,31515,39505
1668:43575,8203,79397,72116,47299,24911,10699,30337,75318,38961
1681:35968,67053,62166,56176,5079,34624,23727,19996,17453,14409
1703:18335,32347,16350,6960,16463,13700,14906,29732,83611,8018
1721:34700,25988,12967,19037,14582,13387,6230,42813,7779,75095
1727:58230,21877,58726,369,25015,81992,15888,5616,217,9180
1728:30828,302,20753,58,84,616,1102,354,6420,59435
1745:40364,84456,542,616,61,1065,1511,322,32,245
1746:81758,7619,67547,60938,33821,44176,8386,42988,4721,1511
1751:32771,93341,86548,75656,6085,38331,33649,24351,13257,24428
1756:1733,1102,7535,45561,32940,67008,944,27239,67648,17341
1758:4528,16133,827,27534,8873,2557,736,3231,616,4991
1761:5079,23824,97962,46999,25716,10995,3960,68455,19433,8376
1767:2714,2403,2696,1187,1827,875,970,1524,6450,58
1779:
1780:13960,88524,72271,48208,67574,32648,10404,3041,64,10503
1783:79040,6174,15391,58179,15552,38878,14982,302,12751,51363
1787:9373,43602,24471,36128,49063,186,10178,518,3960,3535
1788:14906,16969,18777,29732,19245,18448,19982,16350,731,32347
1794:2950,16431,14035,5287,2669,83392,67766,17123,40842,1403
1796:97674,8675,55046,17310,43338,135,654,7880,361,8
1803:36169,26565,103078,1110,17877,8971,12975,76361,13648,100361
1820:119592,23191,57026,37738,10145,10041,10687,10939,1352,6601
1821:2084,2941,5119,38,1956,16101,27281,7779,58253,53753
1822:23929,27103,26631,23485,4507,28402,7215,1951,62413,3075
1823:20284,84,10118,59755,19765,93286,64885,711,19024,17355
1840:80298,61202,117532,18604,15383,13337,16505,9772,33777,19003
1841:49564,28658,23239,12835,51839,39242,15604,4356,25393,64408
1842:302,58,29,95913,95355,90559,7947,72364,70469,6288
1850:48424,53825,8,37636,84,35475,74361,7078,902,101
1853:25442,63132,59700,68630,57228,101442,6525,14438,33748,38333
1854:5680,51851,33253,64452,52182,51026,89879,36544,9589,40549
1862:36783,12095,21597,20641,20365,21729,8427,84752,15622,32353
1880:875,4420,6945,1119,14370,226,25921,1462,138,4299
1883:1527,74879,73727,108640,1389,1102,30700,47818,34996,4101
1890:23929,1512,23485,4507,28402,6462,63670,57987,53597,3427
1891:54603,302,654,58,36335,1694,616,486,15,29
1893:8661,2608,28014,23929,36214,44423,29860,23682,64709,23485
1894:6087,16240,76746,6272,4246,44232,40932,35948,33890,92247
1911:29727,5466
1912:40124,1762,9005,59763,48618,226,17713,8,224,182
1913:46734,5662,18062,66665,16819,15897,151,36788,12228,106684
1930:96639,48930,24752,5627,33763,5111,11840,59716,7340,63563
1932:3041,12637,5097,43783,3568,64,15238,4743,81699,39402
1950:15483,37329,5343,30301,19233,31938,50153,99686,66304,35608
1951:18044,31609,50431,14891,1360,8191,56527,58630,24089,23464
1952:9654,42394,34305,31487,109706,38941,616,1796,217,97183
2005:73529,58471,46081,1102,7271,22348,12803,11715,46031,35735
2017:
2025:94152,48829,35948,32452,27662,94222,92247,90630,83273,82986
2030:23929,23485,4507,28402,5680,34788,27103,552,26631,17229
2034:57937,22904,6186,86756,85709,9914,9294,8040,34649,21313
2038:12222,7321,71092,68065,64752,59976,59548,101235,76332,72338
2046:91537,11199,27296,13889,73231,26312,10492,17567,26567,88520
2058:17944,12597,87205,65161,55235,52829,53415,12495,69996,18453
2068:60870,24464,51479,23374,44627,38742,25100,5345,12641,94218
2070:13580,32940,67008,54155,27239,86725,69629,67648,60466,87456
2071:15521,31938,95035,83034,80103,70863,60437,51089,28906,22172
2072:1102,76575,118777,53804,74183,6913,63248,8386,77955,76361
2074:77317,271,14230,25145,82704,15215,13542,12894,89179,59321
2075:20150,2034,51643,25988,539,62404,59506,86,1951,25105
2076:
2077:78022,1102,21997,26381,31586,22215,22980,16746,13294,22036
2080:2050,14715,24905,25181,8503,18785,41378,654,518,24156
2085:8054,78068,46128,15164,21532,16657,14654,89092,84179,61001
2097:97683,82498,44266,32678,36088,7587,84942,47970,105565,37265
2112:79677,39325,711,19024,17355,70586,68663,31991,59755,19765
2115:35030,5888,47812,93098,92521,71781,68124,4668,60295,13207
2116:93403,90148,80444,70752,63103,51057,49190,42338,38436,37593
2123:48,1102,899,654,4420,94200,53174,38079,1394,29
2135:81202,64135,52103,38095,40534,83182,57730,53702,49711,3932
2141:9121,46823,30681,2204,5103,7211,204,653,1888,1749
2147:12673,109031,728,42335,10987,35619,23598,23833,97273,9650
2154:7737,110285,58630,5197,95225,38867,99579,71035,56380,37572
2160:32199,31019,12440,28061,3160,2424,7222,7270,2542,2890
2162:7118,3882,20451,135,10267,38251,2161,21031,14226,18240
2170:510,14890,16646,302,364,33278,1168,13850,7739,7450
2177:46328,12176,4009,459,22279,14431,17917,57637,21957,61735
2184:14965,32619,32695,58,53873,289,21198,58974,5174,28340
2185:25068,29798,11556,31651,731,4949,53856,22322,18531,8585
2187:
2211:53026,44601,76028,5079,42009,29156,46999,36547,8934,37703
2223:11470,7832,74686,55668,26829,5812,39616,23454,11984,70748
2243:91129,14701,29375,30617,10647,59314,51212,3185,9805,80581
2244:3017,42231,5929,20126,18851,9240,76117,31938,616,15521
2247:11447,12575,40390,20628,48,24968,30860,3657,27293,3249
2250:47112,36528,23527,49715,36231,3205,1064,38737,6191,2194
2253:58468,36883,35579,33862,21483,18506,112125,22059,74730,21150
2260:
2261:1102,64870,1951,25105,1086,4420,5929,48,7739,69827
2262:
2290:18851,31938,44632,15521,35589,5343,30301,19233,50153,6511
2291:34309,29,616,101,50635,42224,72764,17426,38734,17
2293:72675,21762,88233,61716,60987,59184,103773,7315,1211,48829
2301:29953,30679,22082,7611,25764,4032,8089,3619,6281,3775
2302:16229,39395,33882,70923,63084,15642,763,1524,185,2403
2304:25202,974,43718,9491,97169,3709,10267,49564,4672,13534
2318:62509,7229,65508,30664,2779,15193,55452,11165,14785,3389
2325:875,6450,8,48,1606,1187,12776,302,654,899
2335:33552,43335,9217,81350,17596,1057,69,1917,9159,38690
2343:17
2346:70,138,1462,1535,1884,124,1023,354,17,616
2347:2186,100785,7728
2348:6562,5410,43900,33680,30864,28130,24402,16699,847,6398
2362:
2363:1741,302,616,29,17,9245,151,84,1102,18409
2364:302,616,29,101,84,1102,354,15,138,8
2369:11644,36885,3180,44660,25978,25499,16155,14964,4941,24211
2373:84,1102,902,101,616,5998,17,1462,138,787
2381:99981,92761,43315,363,32389,76530,2003,12043,19643,269
2382:91775,68494,59696,15344,104290,60125,41561,86935,54708,53561
2384:55666,23289,34573,30874,4420,22498,15238,6945,56166,24318
2385:302,58,29,53983,17,616,6929,54939,84,1102
2392:
2393:84,11297,5503,26278,19149,4647,84977,77733,72528,51168
2394:9352,83238,64519,64361,47163,41987,36779,32912,15845,11603
2395:31019,12440,32199,7222,2424,55046,17310,14124,28061,15370
2399:47516,45956,32914,8449,72499,25479,10842,26312,27241,56946
2405:3521,24217,6691,30681,11315,827,15264,58,31539,6468
2407:4137,3568,4743,890,866,35447,33506,3118,23575,21435
2408:302,654,84,58,1102,354,616,29,8,301
2419:44167,6619,17224,24300,13246,13874,105819,15161,26492,24797
2429:9482,13468,9890,657,73567,71119,28379,1818,66410,278
2447:29,861,84,1102,354,289,6,1462,591,542
2452:12832,2282
2453:29657,71417,23740
2454:76185,30563,261,20998,8225,8498,22967,50550,10145,13735
2456:58,29,17,616,84,1102,354,6,736,650
2461:80336,5343,30301,19233,31938,50153,64196,62605,6511,21929
2464:19233,6511,21929,8964,5343,35589,18056,10121,3067,30301
2465:77937,58,58253,84,616,30543,1102,354,8873,6
2469:95878,80701,73812,71865,68401,46058,51818,30907,20998,302
2489:3882,11859,801,72,3709,34589,13534,168,5488,3211
2491:
2499:58941,81553,51765,73474,1274,15250,47059,17985,13523,74916
2500:49007,26509,8446,23964,18338,11270,8392,9189,25481,42989
2501:22827,21494,93098,92521,71781,56559,6278,52681,7620,28517
2505:79730,49930,40662,38362,2490,20338,18866,53985,14420,4623
2510:30139,40898,30152,11470,59251,3650,23902,14363,13723,7832
2515:94761,37186,49954,46703,29220,32733,31813,24059,35986,63133
2518:80695,73161,36204,77170,103249,43885,70959,51892,20977,9235
2520:91943,85488,12183,6511,26325,8964,19233,21929,35589,5343
2521:9693,8625,461,25926,40414,302,654,84,15454,34239
2524:302,654,58,17,84,616,1476,354,1102,6
2536:19233,2615,6511,21929,8964,35589,5343,30301,31938,9906
2541:43867,89494,58471,41220,35735,7271,28082,22348,16055,8168
2547:27535,47120,15975,1245,3448,14089,650,14750,9452,3235
2553:111833,19507,8960,44578,36848,30888,24706,113723,35177,9134
2558:39242,2226,15604,84572,70650,47329,29441,21515,115341,63716
2560:8016,65328,72105,23654,58,29,84,81833,56501,16133
2563:53346,93971,50168,25074,31898,29325,2229,43350,1086,12760
2573:50630,49589,46633,1855,32948,6760,4703,43452,15061,55613
2591:84547,28052,616,302,45,2837,654,58,861,7660
2596:31938,35589,18851,46855,5343,30301,19233,9906,6511,44632
2597:780,3423,5767,3137,731,140,2241,7211,262,1749
2601:17416,36266,106389,110991,607,31368,14463,11476,111726,11855
2604:88507,57239,42122,26734,102027,77570,26342,65135,40430,30629
2611:30013,9401,2950,14870,96714,88772,66256,30294,24488,17678
2612:30747,77449,1951,11050,6171,37552,38719,21742,12455,13387
2615:80581,506,49722,12605,100115,29333,37720,2696,14265,2403
2625:2714,2403,1827,1524,64391,38943,3207,774,3506,970
2626:84785,12695,27272,9609,84,33765,50191,72046,302,30284
2634:77334,25082,42194,47752,17174,112534,44694,3080,41220,14265
2636:654,29,58,84,485,1102,616,6,354,650
2639:35688,26621,1023,1551,508,245,1126,1508,496,119
2650:75058,17731,13766,86115,89820,74367,14600,23373,23102,12139
2661:8020,13502,1110,27103,23929,7764,12843,50497,7215,35123
2663:908,2583,4368,1825,2950,899,17,84,9163,245
2666:57256,49954,46703,10818,2343,70518,37032,31369,88823,81974
2676:12821,85541,77225,72184,14143,60452,37862,26005,63010,9870
2689:8285,38256,37873,54060,4289,3602,32009,21384,8486,24687
2693:790,21813,88166,77382,42901,3840,24174,24141,10567,99521
2708:44302,73294,93281,78988,74459,70067,58491,57792,49657,46719
2709:29189,88853,85223,74366,71809,37800,31180,25780,106487,32347
2713:1951,8,18851,31938,15521,35589,5343,19233,14768,9906
2715:7404,2787,52942,42588,12254,35880,18240,24690,42178,40569
2716:16542,76547,58632,56430,17893,118672,39336,39253,21085,10239
2727:51511,102778,1920,88598,51626,41475,58,29,10575,77419
2730:48172,81160,73814,57822,29162,27379,87002,3857,18223,11028
2731:48,14891,1187,29,12710,616,101,49290,34761,807
2734:48443,39034,3693,20119,3203,16390,564,19791,4017,62398
2735:108549,18691,87818,4121,39840,32829,7880,518,3196,8848
2737:17,42701,654,61,302,1023,4005,289,2739,364
2745:8427,107581,3695,2290,1011,27275,27103,23929,6900,22643
2746:22338,7687,20922,13987,5595,38773,35685,32863,13137,4158
2748:15654,32274,10989,27810,19670,12061,38588,33632,31492,28802
2756:54410,12972,925,302,19857,654,84,22315,44250,58
2760:54146,44703,60138,32132,13985,107493,29,861,6052,10697
2776:
2799:29280,4189,4513,76185,24381,27635,62976,21474,59053,22452
2802:79262,302,654,84,58,1102,354,616,29,8
2803:
2804:50218,85311,224,354,1245,59927,20056,10871,131,42881
2805:3014,1039,5582,7048,908,124,2121,496,1099,656
2812:35589,31938,15521,48,19233,6511,21929,18851,8964,5343
2815:30976,11859,25670,22159,24843,12136,7521,47350,56380,37045
2827:8964,31304,67110,19691,62155,33499,100468,17111,17390,9085
2831:84,654,29,58,2030,674,1762,8,6,226
2846:70285,52544,51495,50307,43933,33856,27271,109632,57397,52941
2848:654,1086,29,616,289,17,2369,83721,84,12925
2853:18850
2854:35144,13877,189,87964,15052,10041,9717,12273,6945,49725
2857:84476,37464,55817,7193,4797,31234,41612,46643,95225,53543
2858:77471,944,29,84,5991,17,25585,1102,354,289
2861:100776,34070,58924,57377,46884,19736,12771,59109,29675,15493
2871:189,15559,114351,4755,37899,2715,72471,38069,18419,12148
2907:302,92761,43315,654,4368,84,32389,269,58,53485
2912:45956,48741,92414,35279,42807,15854,8449,43829,53897,21371
2914:1102,510,79992,66479,38837,1849,15706,11425,11981,58
2924:95225,64408,30695,6654,48735,78340,78159,62850,5776,54088
2925:41092,62166,54442,67766,6368,43598,37462,10421,7540,71695
2947:66993,66050,24301,18970,2741,8643,46125
2951:30839,483,62,6,224,616,17
2959:61628,97158,8054,58438,50366,1942,10681,5947,8813,15755
2960:418,8151,8579,70921,5796,53007,95074,116478,69518,15231
2963:4068,564,616,84,1213,999,766,654,2930,902
2965:36338,49349,29475,5822,4119,25987,18240,83136,29174,15009
2967:25145,81160,16726,18208,50241,26748,9102,78819,77930,75007
2970:40483,216,36743,11332,186,10178,22713,616,11408,39446
2977:14685,2433,3915,6552,65518,32566,25183,624,35323,14058
2981:5723,3421,1440,43577,14316,8000,40457,37498,3441,33094
2989:48,4586,22967,29419,1187,9867,26966,3294,22920,4498
2990:22420,7499,21493,29000,13581,267,13727,70277,60650,37666
3002:
3004:47350,86770,37747,25670,9457,78340,54088,44976,44728,60756
3011:
3013:8427,3695,1011,6900,78967,22643,19378,18919,54426,25519
3037:
3038:16016,69606,247,50306,37869,15020,93286,91537,64885,87209
3044:45531,95913,95355,90559,7947,72364,70469,6288,61491,60148
3070:63771,32042,60434,26437,46247,24647,47433,21569,78027,71379
